Customer_ID,Product_ID,Product_Name,Rating
CUST0011,P025,ARM Mortgage,1
CUST0011,P028,Home Equity Loan,1
CUST0012,P002,Student Checking,4
CUST0012,P004,Senior Checking,3
CUST0012,P007,High-Yield Savings,4
CUST0012,P008,Youth Savings,4
CUST0012,P012,Travel Rewards Card,3
CUST0012,P013,Premium Travel Card,3
CUST0012,P014,Student Credit Card,2
CUST0012,P018,Personal Loan - Secured,1
CUST0012,P022,Auto Refinance Loan,2
CUST0012,P023,30-Year Fixed Mortgage,4
CUST0012,P027,FHA Mortgage,3
CUST0012,P029,HELOC,3
CUST0012,P030,CD 3-Month,5
CUST0012,P032,CD 12-Month,5
CUST0012,P033,CD 24-Month,5
CUST0012,P034,CD 60-Month,4
CUST0012,P035,IRA CD,4
CUST0012,P039,529 College Savings,3
CUST0012,P040,Life Insurance,3
CUST0013,P001,Basic Checking,4
CUST0013,P002,Student Checking,3
CUST0013,P009,Holiday Club Savings,4
CUST0013,P012,Travel Rewards Card,3
CUST0013,P013,Premium Travel Card,3
CUST0013,P015,Secured Credit Card,3
CUST0013,P016,Business Credit Card,4
CUST0013,P021,Used Auto Loan,3
CUST0013,P022,Auto Refinance Loan,2
CUST0013,P023,30-Year Fixed Mortgage,2
CUST0013,P028,Home Equity Loan,2
CUST0013,P029,HELOC,3
CUST0013,P030,CD 3-Month,2
CUST0013,P031,CD 6-Month,3
CUST0013,P034,CD 60-Month,4
CUST0014,P003,Premium Checking,4
CUST0014,P011,Cashback Card,4
CUST0014,P012,Travel Rewards Card,4
CUST0014,P014,Student Credit Card,3
CUST0014,P017,Personal Loan - Unsecured,3
CUST0014,P033,CD 24-Month,2
CUST0014,P036,Robo-Advisor Portfolio,3
CUST0015,P001,Basic Checking,3
CUST0015,P005,Business Checking,3
CUST0015,P008,Youth Savings,4
CUST0015,P011,Cashback Card,4
CUST0015,P015,Secured Credit Card,4
CUST0015,P017,Personal Loan - Unsecured,3
CUST0015,P018,Personal Loan - Secured,2
CUST0015,P034,CD 60-Month,3
CUST0015,P035,IRA CD,3
CUST0015,P039,529 College Savings,3
CUST0016,P002,Student Checking,3
CUST0016,P003,Premium Checking,4
CUST0016,P004,Senior Checking,3
CUST0016,P006,Basic Savings,5
CUST0016,P007,High-Yield Savings,4
CUST0016,P011,Cashback Card,3
CUST0016,P016,Business Credit Card,2
CUST0016,P029,HELOC,2
CUST0016,P030,CD 3-Month,4
CUST0016,P034,CD 60-Month,5
CUST0016,P035,IRA CD,4
CUST0016,P036,Robo-Advisor Portfolio,4
CUST0016,P038,Retirement IRA,4
CUST0016,P040,Life Insurance,3
CUST0017,P001,Basic Checking,4
CUST0017,P002,Student Checking,4
CUST0017,P004,Senior Checking,5
CUST0017,P010,Basic Rewards Card,5
CUST0017,P011,Cashback Card,4
CUST0017,P012,Travel Rewards Card,5
CUST0017,P013,Premium Travel Card,4
CUST0017,P016,Business Credit Card,5
CUST0017,P017,Personal Loan - Unsecured,2
CUST0017,P018,Personal Loan - Secured,1
CUST0017,P021,Used Auto Loan,3
CUST0017,P024,15-Year Fixed Mortgage,3
CUST0017,P032,CD 12-Month,3
CUST0017,P034,CD 60-Month,3
CUST0017,P036,Robo-Advisor Portfolio,5
CUST0017,P037,Brokerage Account,4
CUST0017,P038,Retirement IRA,4
CUST0017,P039,529 College Savings,4
CUST0017,P040,Life Insurance,4
CUST0017,P041,Auto Insurance,4
CUST0018,P001,Basic Checking,5
CUST0018,P002,Student Checking,4
CUST0018,P003,Premium Checking,5
CUST0018,P004,Senior Checking,4
CUST0018,P005,Business Checking,5
CUST0018,P007,High-Yield Savings,3
CUST0018,P013,Premium Travel Card,3
CUST0018,P014,Student Credit Card,4
CUST0018,P015,Secured Credit Card,4
CUST0018,P017,Personal Loan - Unsecured,3
CUST0018,P023,30-Year Fixed Mortgage,1
CUST0018,P026,Jumbo Mortgage,1
CUST0018,P033,CD 24-Month,2
CUST0018,P038,Retirement IRA,3
CUST0018,P040,Life Insurance,2
CUST0019,P001,Basic Checking,3
CUST0019,P004,Senior Checking,4
CUST0019,P005,Business Checking,3
CUST0019,P011,Cashback Card,4
CUST0019,P012,Travel Rewards Card,3
CUST0019,P014,Student Credit Card,3
CUST0019,P020,New Auto Loan,2
CUST0019,P025,ARM Mortgage,3
CUST0019,P036,Robo-Advisor Portfolio,3
CUST0019,P037,Brokerage Account,3
CUST0020,P006,Basic Savings,4
CUST0020,P007,High-Yield Savings,3
CUST0020,P009,Holiday Club Savings,4
CUST0020,P010,Basic Rewards Card,4
CUST0020,P011,Cashback Card,5
CUST0020,P021,Used Auto Loan,2
CUST0020,P028,Home Equity Loan,4
CUST0020,P029,HELOC,4
CUST0020,P030,CD 3-Month,3
CUST0020,P032,CD 12-Month,4
CUST0020,P036,Robo-Advisor Portfolio,5
CUST0020,P038,Retirement IRA,4
CUST0021,P003,Premium Checking,4
CUST0021,P005,Business Checking,3
CUST0021,P016,Business Credit Card,4
CUST0021,P018,Personal Loan - Secured,4
CUST0021,P022,Auto Refinance Loan,3
CUST0021,P024,15-Year Fixed Mortgage,4
CUST0021,P025,ARM Mortgage,3
CUST0021,P027,FHA Mortgage,2
CUST0021,P028,Home Equity Loan,3
CUST0021,P029,HELOC,3
CUST0021,P030,CD 3-Month,2
CUST0021,P033,CD 24-Month,1
CUST0021,P036,Robo-Advisor Portfolio,2
CUST0021,P038,Retirement IRA,1
CUST0022,P004,Senior Checking,3
CUST0022,P006,Basic Savings,5
CUST0022,P008,Youth Savings,4
CUST0022,P010,Basic Rewards Card,2
CUST0022,P012,Travel Rewards Card,2
CUST0022,P014,Student Credit Card,3
CUST0022,P020,New Auto Loan,2
CUST0022,P021,Used Auto Loan,2
CUST0022,P023,30-Year Fixed Mortgage,3
CUST0022,P024,15-Year Fixed Mortgage,2
CUST0022,P030,CD 3-Month,5
CUST0022,P031,CD 6-Month,4
CUST0022,P032,CD 12-Month,5
CUST0022,P033,CD 24-Month,4
CUST0022,P037,Brokerage Account,4
CUST0022,P040,Life Insurance,4
CUST0023,P001,Basic Checking,4
CUST0023,P002,Student Checking,4
CUST0023,P003,Premium Checking,3
CUST0023,P007,High-Yield Savings,2
CUST0023,P010,Basic Rewards Card,3
CUST0023,P012,Travel Rewards Card,4
CUST0023,P013,Premium Travel Card,3
CUST0023,P015,Secured Credit Card,3
CUST0023,P016,Business Credit Card,3
CUST0023,P017,Personal Loan - Unsecured,5
CUST0023,P021,Used Auto Loan,5
CUST0023,P023,30-Year Fixed Mortgage,3
CUST0023,P029,HELOC,3
CUST0023,P032,CD 12-Month,2
CUST0023,P034,CD 60-Month,1
CUST0023,P035,IRA CD,1
CUST0023,P038,Retirement IRA,1
CUST0024,P001,Basic Checking,5
CUST0024,P002,Student Checking,5
CUST0024,P005,Business Checking,3
CUST0024,P006,Basic Savings,3
CUST0024,P007,High-Yield Savings,4
CUST0024,P008,Youth Savings,4
CUST0024,P010,Basic Rewards Card,4
CUST0024,P011,Cashback Card,3
CUST0024,P014,Student Credit Card,4
CUST0024,P019,Debt Consolidation Loan,2
CUST0024,P021,Used Auto Loan,2
CUST0024,P025,ARM Mortgage,2
CUST0024,P028,Home Equity Loan,2
CUST0024,P034,CD 60-Month,2
CUST0024,P035,IRA CD,2
CUST0024,P036,Robo-Advisor Portfolio,3
CUST0024,P039,529 College Savings,2
CUST0024,P041,Auto Insurance,2
CUST0025,P001,Basic Checking,4
CUST0025,P002,Student Checking,4
CUST0025,P004,Senior Checking,4
CUST0025,P005,Business Checking,4
CUST0025,P008,Youth Savings,3
CUST0025,P010,Basic Rewards Card,4
CUST0025,P012,Travel Rewards Card,5
CUST0025,P014,Student Credit Card,4
CUST0025,P016,Business Credit Card,4
CUST0025,P021,Used Auto Loan,2
CUST0025,P023,30-Year Fixed Mortgage,4
CUST0025,P024,15-Year Fixed Mortgage,4
CUST0025,P025,ARM Mortgage,5
CUST0025,P026,Jumbo Mortgage,4
CUST0025,P028,Home Equity Loan,4
CUST0025,P029,HELOC,5
CUST0025,P035,IRA CD,3
CUST0025,P037,Brokerage Account,5
CUST0025,P038,Retirement IRA,5
CUST0025,P040,Life Insurance,4
CUST0026,P008,Youth Savings,2
CUST0026,P010,Basic Rewards Card,4
CUST0026,P015,Secured Credit Card,4
CUST0026,P017,Personal Loan - Unsecured,5
CUST0026,P019,Debt Consolidation Loan,5
CUST0026,P020,New Auto Loan,4
CUST0026,P023,30-Year Fixed Mortgage,4
CUST0026,P028,Home Equity Loan,4
CUST0026,P032,CD 12-Month,1
CUST0026,P037,Brokerage Account,1
CUST0027,P001,Basic Checking,4
CUST0027,P004,Senior Checking,4
CUST0027,P006,Basic Savings,3
CUST0027,P007,High-Yield Savings,3
CUST0027,P011,Cashback Card,3
CUST0027,P013,Premium Travel Card,4
CUST0027,P016,Business Credit Card,3
CUST0027,P017,Personal Loan - Unsecured,3
CUST0027,P021,Used Auto Loan,3
CUST0027,P022,Auto Refinance Loan,2
CUST0027,P025,ARM Mortgage,3
CUST0027,P026,Jumbo Mortgage,3
CUST0027,P027,FHA Mortgage,3
CUST0027,P032,CD 12-Month,3
CUST0027,P036,Robo-Advisor Portfolio,2
CUST0027,P038,Retirement IRA,2
CUST0027,P039,529 College Savings,3
CUST0028,P003,Premium Checking,4
CUST0028,P005,Business Checking,3
CUST0028,P006,Basic Savings,5
CUST0028,P007,High-Yield Savings,4
CUST0028,P009,Holiday Club Savings,4
CUST0028,P011,Cashback Card,3
CUST0028,P012,Travel Rewards Card,3
CUST0028,P013,Premium Travel Card,3
CUST0028,P023,30-Year Fixed Mortgage,2
CUST0028,P028,Home Equity Loan,2
CUST0028,P032,CD 12-Month,5
CUST0029,P002,Student Checking,3
CUST0029,P003,Premium Checking,3
CUST0029,P008,Youth Savings,3
CUST0029,P013,Premium Travel Card,3
CUST0029,P014,Student Credit Card,3
CUST0029,P018,Personal Loan - Secured,5
CUST0029,P022,Auto Refinance Loan,4
CUST0029,P023,30-Year Fixed Mortgage,3
CUST0029,P025,ARM Mortgage,3
CUST0030,P002,Student Checking,5
CUST0030,P004,Senior Checking,5
CUST0030,P005,Business Checking,4
CUST0030,P007,High-Yield Savings,3
CUST0030,P009,Holiday Club Savings,4
CUST0030,P010,Basic Rewards Card,4
CUST0030,P013,Premium Travel Card,4
CUST0030,P019,Debt Consolidation Loan,3
CUST0030,P020,New Auto Loan,3
CUST0030,P021,Used Auto Loan,2
CUST0030,P022,Auto Refinance Loan,3
CUST0030,P025,ARM Mortgage,1
CUST0030,P028,Home Equity Loan,1
CUST0030,P033,CD 24-Month,2
CUST0030,P035,IRA CD,2
CUST0030,P036,Robo-Advisor Portfolio,2
CUST0030,P038,Retirement IRA,3
CUST0030,P040,Life Insurance,2
CUST0030,P041,Auto Insurance,2
CUST0031,P001,Basic Checking,3
CUST0031,P004,Senior Checking,4
CUST0031,P005,Business Checking,4
CUST0031,P007,High-Yield Savings,3
CUST0031,P010,Basic Rewards Card,4
CUST0031,P016,Business Credit Card,3
CUST0031,P017,Personal Loan - Unsecured,3
CUST0031,P018,Personal Loan - Secured,2
CUST0031,P023,30-Year Fixed Mortgage,3
CUST0031,P024,15-Year Fixed Mortgage,3
CUST0031,P027,FHA Mortgage,3
CUST0032,P002,Student Checking,4
CUST0032,P003,Premium Checking,5
CUST0032,P005,Business Checking,4
CUST0032,P006,Basic Savings,5
CUST0032,P007,High-Yield Savings,4
CUST0032,P008,Youth Savings,3
CUST0032,P010,Basic Rewards Card,4
CUST0032,P012,Travel Rewards Card,4
CUST0032,P013,Premium Travel Card,4
CUST0032,P015,Secured Credit Card,4
CUST0032,P017,Personal Loan - Unsecured,3
CUST0032,P019,Debt Consolidation Loan,4
CUST0032,P020,New Auto Loan,3
CUST0032,P026,Jumbo Mortgage,1
CUST0032,P031,CD 6-Month,1
CUST0032,P033,CD 24-Month,2
CUST0032,P036,Robo-Advisor Portfolio,4
CUST0032,P037,Brokerage Account,3
CUST0033,P002,Student Checking,3
CUST0033,P004,Senior Checking,3
CUST0033,P005,Business Checking,3
CUST0033,P006,Basic Savings,4
CUST0033,P008,Youth Savings,5
CUST0033,P011,Cashback Card,3
CUST0033,P012,Travel Rewards Card,3
CUST0033,P013,Premium Travel Card,3
CUST0033,P015,Secured Credit Card,2
CUST0033,P023,30-Year Fixed Mortgage,3
CUST0033,P026,Jumbo Mortgage,2
CUST0033,P027,FHA Mortgage,3
CUST0033,P028,Home Equity Loan,3
CUST0033,P031,CD 6-Month,4
CUST0033,P034,CD 60-Month,5
CUST0033,P035,IRA CD,5
CUST0033,P037,Brokerage Account,4
CUST0034,P001,Basic Checking,3
CUST0034,P004,Senior Checking,3
CUST0034,P012,Travel Rewards Card,3
CUST0034,P017,Personal Loan - Unsecured,3
CUST0034,P019,Debt Consolidation Loan,4
CUST0034,P022,Auto Refinance Loan,4
CUST0034,P025,ARM Mortgage,3
CUST0034,P027,FHA Mortgage,2
CUST0034,P028,Home Equity Loan,3
CUST0034,P030,CD 3-Month,2
CUST0034,P039,529 College Savings,1
CUST0035,P003,Premium Checking,3
CUST0035,P007,High-Yield Savings,5
CUST0035,P009,Holiday Club Savings,4
CUST0035,P014,Student Credit Card,3
CUST0035,P015,Secured Credit Card,2
CUST0035,P020,New Auto Loan,2
CUST0035,P023,30-Year Fixed Mortgage,2
CUST0035,P024,15-Year Fixed Mortgage,2
CUST0035,P028,Home Equity Loan,3
CUST0035,P030,CD 3-Month,4
CUST0035,P033,CD 24-Month,5
CUST0035,P034,CD 60-Month,5
CUST0035,P035,IRA CD,5
CUST0035,P036,Robo-Advisor Portfolio,4
CUST0035,P039,529 College Savings,4
CUST0035,P040,Life Insurance,3
CUST0036,P001,Basic Checking,4
CUST0036,P005,Business Checking,4
CUST0036,P008,Youth Savings,2
CUST0036,P009,Holiday Club Savings,2
CUST0036,P012,Travel Rewards Card,4
CUST0036,P015,Secured Credit Card,4
CUST0036,P017,Personal Loan - Unsecured,5
CUST0036,P019,Debt Consolidation Loan,4
CUST0036,P020,New Auto Loan,5
CUST0036,P027,FHA Mortgage,4
CUST0036,P028,Home Equity Loan,3
CUST0036,P037,Brokerage Account,1
CUST0036,P040,Life Insurance,3
CUST0037,P003,Premium Checking,4
CUST0037,P004,Senior Checking,4
CUST0037,P005,Business Checking,5
CUST0037,P009,Holiday Club Savings,4
CUST0037,P010,Basic Rewards Card,4
CUST0037,P011,Cashback Card,4
CUST0037,P012,Travel Rewards Card,4
CUST0037,P013,Premium Travel Card,4
CUST0037,P014,Student Credit Card,4
CUST0037,P017,Personal Loan - Unsecured,2
CUST0037,P019,Debt Consolidation Loan,2
CUST0037,P020,New Auto Loan,3
CUST0037,P025,ARM Mortgage,1
CUST0037,P032,CD 12-Month,3
CUST0037,P040,Life Insurance,2
CUST0038,P001,Basic Checking,4
CUST0038,P003,Premium Checking,4
CUST0038,P004,Senior Checking,4
CUST0038,P006,Basic Savings,5
CUST0038,P008,Youth Savings,4
CUST0038,P010,Basic Rewards Card,4
CUST0038,P011,Cashback Card,4
CUST0038,P013,Premium Travel Card,5
CUST0038,P014,Student Credit Card,5
CUST0038,P015,Secured Credit Card,4
CUST0038,P016,Business Credit Card,4
CUST0038,P017,Personal Loan - Unsecured,2
CUST0038,P020,New Auto Loan,3
CUST0038,P022,Auto Refinance Loan,2
CUST0038,P026,Jumbo Mortgage,1
CUST0038,P029,HELOC,1
CUST0038,P030,CD 3-Month,2
CUST0038,P032,CD 12-Month,2
CUST0038,P035,IRA CD,1
CUST0038,P037,Brokerage Account,2
CUST0038,P039,529 College Savings,3
CUST0039,P001,Basic Checking,2
CUST0039,P004,Senior Checking,2
CUST0039,P006,Basic Savings,5
CUST0039,P008,Youth Savings,4
CUST0039,P013,Premium Travel Card,3
CUST0039,P018,Personal Loan - Secured,1
CUST0039,P021,Used Auto Loan,2
CUST0039,P025,ARM Mortgage,3
CUST0039,P026,Jumbo Mortgage,2
CUST0039,P028,Home Equity Loan,4
CUST0039,P029,HELOC,3
CUST0039,P031,CD 6-Month,5
CUST0039,P032,CD 12-Month,5
CUST0039,P035,IRA CD,4
CUST0039,P036,Robo-Advisor Portfolio,4
CUST0040,P002,Student Checking,4
CUST0040,P007,High-Yield Savings,3
CUST0040,P008,Youth Savings,2
CUST0040,P009,Holiday Club Savings,2
CUST0040,P011,Cashback Card,4
CUST0040,P012,Travel Rewards Card,5
CUST0040,P014,Student Credit Card,5
CUST0040,P015,Secured Credit Card,4
CUST0040,P016,Business Credit Card,4
CUST0040,P018,Personal Loan - Secured,2
CUST0040,P023,30-Year Fixed Mortgage,5
CUST0040,P025,ARM Mortgage,5
CUST0040,P027,FHA Mortgage,4
CUST0040,P030,CD 3-Month,4
CUST0040,P033,CD 24-Month,3
CUST0040,P035,IRA CD,3
CUST0040,P038,Retirement IRA,4
CUST0040,P041,Auto Insurance,4
CUST0041,P001,Basic Checking,5
CUST0041,P002,Student Checking,4
CUST0041,P004,Senior Checking,3
CUST0041,P009,Holiday Club Savings,4
CUST0041,P010,Basic Rewards Card,4
CUST0041,P012,Travel Rewards Card,3
CUST0041,P014,Student Credit Card,5
CUST0041,P018,Personal Loan - Secured,3
CUST0041,P023,30-Year Fixed Mortgage,1
CUST0041,P025,ARM Mortgage,2
CUST0041,P026,Jumbo Mortgage,2
CUST0041,P027,FHA Mortgage,2
CUST0041,P039,529 College Savings,3
CUST0042,P002,Student Checking,4
CUST0042,P004,Senior Checking,5
CUST0042,P005,Business Checking,4
CUST0042,P008,Youth Savings,5
CUST0042,P009,Holiday Club Savings,4
CUST0042,P010,Basic Rewards Card,3
CUST0042,P011,Cashback Card,4
CUST0042,P013,Premium Travel Card,4
CUST0042,P015,Secured Credit Card,4
CUST0042,P016,Business Credit Card,4
CUST0042,P020,New Auto Loan,3
CUST0042,P022,Auto Refinance Loan,2
CUST0042,P024,15-Year Fixed Mortgage,2
CUST0042,P032,CD 12-Month,2
CUST0042,P036,Robo-Advisor Portfolio,3
CUST0043,P001,Basic Checking,5
CUST0043,P002,Student Checking,4
CUST0043,P003,Premium Checking,5
CUST0043,P004,Senior Checking,5
CUST0043,P005,Business Checking,4
CUST0043,P006,Basic Savings,5
CUST0043,P013,Premium Travel Card,2
CUST0043,P014,Student Credit Card,3
CUST0043,P015,Secured Credit Card,2
CUST0043,P016,Business Credit Card,3
CUST0043,P018,Personal Loan - Secured,2
CUST0043,P021,Used Auto Loan,3
CUST0043,P022,Auto Refinance Loan,3
CUST0043,P023,30-Year Fixed Mortgage,3
CUST0043,P024,15-Year Fixed Mortgage,3
CUST0043,P025,ARM Mortgage,2
CUST0043,P027,FHA Mortgage,3
CUST0043,P029,HELOC,3
CUST0043,P030,CD 3-Month,2
CUST0043,P032,CD 12-Month,4
CUST0043,P033,CD 24-Month,3
CUST0043,P035,IRA CD,3
CUST0043,P038,Retirement IRA,3
CUST0043,P039,529 College Savings,2
CUST0044,P002,Student Checking,4
CUST0044,P003,Premium Checking,3
CUST0044,P004,Senior Checking,4
CUST0044,P005,Business Checking,3
CUST0044,P008,Youth Savings,5
CUST0044,P009,Holiday Club Savings,5
CUST0044,P012,Travel Rewards Card,2
CUST0044,P013,Premium Travel Card,3
CUST0044,P015,Secured Credit Card,3
CUST0044,P016,Business Credit Card,2
CUST0044,P024,15-Year Fixed Mortgage,3
CUST0044,P026,Jumbo Mortgage,3
CUST0044,P028,Home Equity Loan,2
CUST0044,P029,HELOC,3
CUST0044,P030,CD 3-Month,4
CUST0044,P031,CD 6-Month,4
CUST0044,P033,CD 24-Month,5
CUST0044,P038,Retirement IRA,4
CUST0044,P040,Life Insurance,3
CUST0044,P041,Auto Insurance,3
CUST0045,P001,Basic Checking,4
CUST0045,P002,Student Checking,3
CUST0045,P004,Senior Checking,3
CUST0045,P008,Youth Savings,4
CUST0045,P009,Holiday Club Savings,5
CUST0045,P010,Basic Rewards Card,2
CUST0045,P012,Travel Rewards Card,2
CUST0045,P013,Premium Travel Card,2
CUST0045,P016,Business Credit Card,3
CUST0045,P023,30-Year Fixed Mortgage,3
CUST0045,P024,15-Year Fixed Mortgage,3
CUST0045,P030,CD 3-Month,5
CUST0045,P031,CD 6-Month,5
CUST0045,P032,CD 12-Month,4
CUST0045,P033,CD 24-Month,3
CUST0045,P036,Robo-Advisor Portfolio,4
CUST0045,P038,Retirement IRA,4
CUST0045,P040,Life Insurance,4
CUST0045,P041,Auto Insurance,3
CUST0046,P002,Student Checking,4
CUST0046,P007,High-Yield Savings,2
CUST0046,P010,Basic Rewards Card,3
CUST0046,P014,Student Credit Card,3
CUST0046,P015,Secured Credit Card,3
CUST0046,P017,Personal Loan - Unsecured,4
CUST0046,P019,Debt Consolidation Loan,4
CUST0046,P020,New Auto Loan,5
CUST0046,P021,Used Auto Loan,5
CUST0046,P023,30-Year Fixed Mortgage,3
CUST0046,P024,15-Year Fixed Mortgage,3
CUST0046,P028,Home Equity Loan,3
CUST0046,P029,HELOC,3
CUST0047,P002,Student Checking,4
CUST0047,P004,Senior Checking,4
CUST0047,P007,High-Yield Savings,3
CUST0047,P012,Travel Rewards Card,2
CUST0047,P013,Premium Travel Card,4
CUST0047,P016,Business Credit Card,3
CUST0047,P021,Used Auto Loan,3
CUST0047,P024,15-Year Fixed Mortgage,3
CUST0047,P026,Jumbo Mortgage,3
CUST0047,P028,Home Equity Loan,2
CUST0047,P036,Robo-Advisor Portfolio,3
CUST0047,P037,Brokerage Account,2
CUST0047,P039,529 College Savings,3
CUST0047,P040,Life Insurance,3
CUST0047,P041,Auto Insurance,2
CUST0048,P002,Student Checking,4
