Customer_ID,True_Archetype
CUST_0000312,Young Starter
CUST_0000313,Dormant At-Risk
CUST_0000314,Everyday Digital Transactor
CUST_0000315,High-Value Multi-Product
CUST_0000316,High-Value Multi-Product
CUST_0000317,Everyday Digital Transactor
CUST_0000318,Affluent Low-Activity
CUST_0000319,Dormant At-Risk
CUST_0000320,High-Value Multi-Product
CUST_0000321,Affluent Low-Activity
CUST_0000322,Dormant At-Risk
CUST_0000323,High-Value Multi-Product
CUST_0000324,High-Value Multi-Product
CUST_0000325,Affluent Low-Activity
CUST_0000326,Affluent Low-Activity
CUST_0000327,High-Value Multi-Product
CUST_0000328,Affluent Low-Activity
CUST_0000329,Affluent Low-Activity
CUST_0000330,Young Starter
CUST_0000331,Everyday Digital Transactor
CUST_0000332,Dormant At-Risk
CUST_0000333,Everyday Digital Transactor
CUST_0000334,High-Value Multi-Product
CUST_0000335,Everyday Digital Transactor
CUST_0000336,Dormant At-Risk
CUST_0000337,Affluent Low-Activity
CUST_0000338,Everyday Digital Transactor
CUST_0000339,Affluent Low-Activity
CUST_0000340,Everyday Digital Transactor
CUST_0000341,Everyday Digital Transactor
CUST_0000342,Dormant At-Risk
CUST_0000343,Everyday Digital Transactor
CUST_0000344,Affluent Low-Activity
CUST_0000345,High-Value Multi-Product
CUST_0000346,High-Value Multi-Product
CUST_0000347,High-Value Multi-Product
CUST_0000348,Everyday Digital Transactor
CUST_0000349,Everyday Digital Transactor
CUST_0000350,Everyday Digital Transactor
CUST_0000351,Affluent Low-Activity
CUST_0000352,Affluent Low-Activity
CUST_0000353,Young Starter
CUST_0000354,Affluent Low-Activity
CUST_0000355,Affluent Low-Activity
CUST_0000356,High-Value Multi-Product
CUST_0000357,Young Starter
CUST_0000358,Everyday Digital Transactor
CUST_0000359,Young Starter
CUST_0000360,Everyday Digital Transactor
CUST_0000361,Young Starter
CUST_0000362,Everyday Digital Transactor
CUST_0000363,Young Starter
CUST_0000364,Young Starter
CUST_0000365,Young Starter
CUST_0000366,Everyday Digital Transactor
CUST_0000367,Dormant At-Risk
CUST_0000368,High-Value Multi-Product
CUST_0000369,Affluent Low-Activity
CUST_0000370,Affluent Low-Activity
CUST_0000371,Affluent Low-Activity
CUST_0000372,High-Value Multi-Product
CUST_0000373,High-Value Multi-Product
CUST_0000374,Everyday Digital Transactor
CUST_0000375,High-Value Multi-Product
CUST_0000376,Everyday Digital Transactor
CUST_0000377,Young Starter
CUST_0000378,Young Starter
CUST_0000379,High-Value Multi-Product
CUST_0000380,Affluent Low-Activity
CUST_0000381,Everyday Digital Transactor
CUST_0000382,Young Starter
CUST_0000383,Affluent Low-Activity
CUST_0000384,Everyday Digital Transactor
CUST_0000385,Everyday Digital Transactor
CUST_0000386,High-Value Multi-Product
CUST_0000387,Dormant At-Risk
CUST_0000388,High-Value Multi-Product
CUST_0000389,Dormant At-Risk
CUST_0000390,Dormant At-Risk
CUST_0000391,High-Value Multi-Product
CUST_0000392,Dormant At-Risk
CUST_0000393,Dormant At-Risk
CUST_0000394,Everyday Digital Transactor
CUST_0000395,Affluent Low-Activity
CUST_0000396,Dormant At-Risk
CUST_0000397,Affluent Low-Activity
CUST_0000398,High-Value Multi-Product
CUST_0000399,Young Starter
CUST_0000400,Everyday Digital Transactor
CUST_0000401,High-Value Multi-Product
CUST_0000402,Affluent Low-Activity
CUST_0000403,Young Starter
CUST_0000404,Affluent Low-Activity
CUST_0000405,High-Value Multi-Product
CUST_0000406,Young Starter
CUST_0000407,High-Value Multi-Product
CUST_0000408,Everyday Digital Transactor
CUST_0000409,High-Value Multi-Product
CUST_0000410,Dormant At-Risk
CUST_0000411,Young Starter
CUST_0000412,High-Value Multi-Product
CUST_0000413,Everyday Digital Transactor
CUST_0000414,Everyday Digital Transactor
CUST_0000415,Dormant At-Risk
CUST_0000416,High-Value Multi-Product
CUST_0000417,Everyday Digital Transactor
CUST_0000418,Young Starter
CUST_0000419,Everyday Digital Transactor
CUST_0000420,Young Starter
CUST_0000421,Dormant At-Risk
CUST_0000422,Affluent Low-Activity
CUST_0000423,Dormant At-Risk
CUST_0000424,Affluent Low-Activity
CUST_0000425,High-Value Multi-Product
CUST_0000426,Everyday Digital Transactor
CUST_0000427,Everyday Digital Transactor
CUST_0000428,Dormant At-Risk
CUST_0000429,Young Starter
CUST_0000430,Dormant At-Risk
CUST_0000431,Affluent Low-Activity
CUST_0000432,Young Starter
CUST_0000433,Young Starter
CUST_0000434,High-Value Multi-Product
CUST_0000435,Affluent Low-Activity
CUST_0000436,Everyday Digital Transactor
CUST_0000437,Young Starter
CUST_0000438,Young Starter
CUST_0000439,Affluent Low-Activity
CUST_0000440,Young Starter
CUST_0000441,Everyday Digital Transactor
CUST_0000442,Everyday Digital Transactor
CUST_0000443,High-Value Multi-Product
CUST_0000444,Everyday Digital Transactor
CUST_0000445,Everyday Digital Transactor
CUST_0000446,Dormant At-Risk
CUST_0000447,Dormant At-Risk
CUST_0000448,Young Starter
CUST_0000449,High-Value Multi-Product
CUST_0000450,Everyday Digital Transactor
CUST_0000451,Young Starter
CUST_0000452,High-Value Multi-Product
CUST_0000453,Young Starter
CUST_0000454,Young Starter
CUST_0000455,Everyday Digital Transactor
CUST_0000456,Young Starter
CUST_0000457,Everyday Digital Transactor
CUST_0000458,Dormant At-Risk
CUST_0000459,Everyday Digital Transactor
CUST_0000460,Everyday Digital Transactor
CUST_0000461,Dormant At-Risk
CUST_0000462,Young Starter
CUST_0000463,Everyday Digital Transactor
CUST_0000464,High-Value Multi-Product
CUST_0000465,Everyday Digital Transactor
CUST_0000466,High-Value Multi-Product
CUST_0000467,Dormant At-Risk
CUST_0000468,Everyday Digital Transactor
CUST_0000469,Dormant At-Risk
CUST_0000470,Affluent Low-Activity
CUST_0000471,Everyday Digital Transactor
CUST_0000472,High-Value Multi-Product
CUST_0000473,Young Starter
CUST_0000474,Young Starter
CUST_0000475,Young Starter
CUST_0000476,Young Starter
CUST_0000477,Young Starter
CUST_0000478,Everyday Digital Transactor
CUST_0000479,Everyday Digital Transactor
CUST_0000480,Everyday Digital Transactor
CUST_0000481,Everyday Digital Transactor
CUST_0000482,Everyday Digital Transactor
CUST_0000483,High-Value Multi-Product
CUST_0000484,Everyday Digital Transactor
CUST_0000485,Everyday Digital Transactor
CUST_0000486,Everyday Digital Transactor
CUST_0000487,Young Starter
CUST_0000488,High-Value Multi-Product
CUST_0000489,High-Value Multi-Product
CUST_0000490,Everyday Digital Transactor
CUST_0000491,Everyday Digital Transactor
CUST_0000492,High-Value Multi-Product
CUST_0000493,Young Starter
CUST_0000494,Dormant At-Risk
CUST_0000495,Affluent Low-Activity
CUST_0000496,High-Value Multi-Product
CUST_0000497,Everyday Digital Transactor
CUST_0000498,Young Starter
CUST_0000499,Everyday Digital Transactor
CUST_0000500,Everyday Digital Transactor
CUST_0000501,High-Value Multi-Product
CUST_0000502,High-Value Multi-Product
CUST_0000503,Everyday Digital Transactor
CUST_0000504,Dormant At-Risk
CUST_0000505,Everyday Digital Transactor
CUST_0000506,Everyday Digital Transactor
CUST_0000507,Young Starter
CUST_0000508,Everyday Digital Transactor
CUST_0000509,Everyday Digital Transactor
CUST_0000510,Dormant At-Risk
CUST_0000511,Dormant At-Risk
CUST_0000512,Affluent Low-Activity
CUST_0000513,Dormant At-Risk
CUST_0000514,High-Value Multi-Product
CUST_0000515,Everyday Digital Transactor
CUST_0000516,Affluent Low-Activity
CUST_0000517,Dormant At-Risk
CUST_0000518,Everyday Digital Transactor
CUST_0000519,Young Starter
CUST_0000520,Everyday Digital Transactor
CUST_0000521,Young Starter
CUST_0000522,Everyday Digital Transactor
CUST_0000523,Everyday Digital Transactor
CUST_0000524,Young Starter
CUST_0000525,Young Starter
CUST_0000526,Everyday Digital Transactor
CUST_0000527,High-Value Multi-Product
CUST_0000528,Everyday Digital Transactor
CUST_0000529,Everyday Digital Transactor
CUST_0000530,Everyday Digital Transactor
CUST_0000531,Affluent Low-Activity
CUST_0000532,Everyday Digital Transactor
CUST_0000533,Dormant At-Risk
CUST_0000534,Dormant At-Risk
CUST_0000535,Everyday Digital Transactor
CUST_0000536,Affluent Low-Activity
CUST_0000537,Everyday Digital Transactor
CUST_0000538,Dormant At-Risk
CUST_0000539,Young Starter
CUST_0000540,High-Value Multi-Product
CUST_0000541,Young Starter
CUST_0000542,Young Starter
CUST_0000543,Dormant At-Risk
CUST_0000544,Dormant At-Risk
CUST_0000545,Everyday Digital Transactor
CUST_0000546,Everyday Digital Transactor
CUST_0000547,Everyday Digital Transactor
CUST_0000548,Young Starter
CUST_0000549,Affluent Low-Activity
CUST_0000550,Everyday Digital Transactor
CUST_0000551,Young Starter
CUST_0000552,Affluent Low-Activity
CUST_0000553,Affluent Low-Activity
CUST_0000554,Affluent Low-Activity
CUST_0000555,Everyday Digital Transactor
CUST_0000556,High-Value Multi-Product
CUST_0000557,Affluent Low-Activity
CUST_0000558,Everyday Digital Transactor
CUST_0000559,Affluent Low-Activity
CUST_0000560,Everyday Digital Transactor
CUST_0000561,Affluent Low-Activity
CUST_0000562,Everyday Digital Transactor
CUST_0000563,Affluent Low-Activity
CUST_0000564,Everyday Digital Transactor
CUST_0000565,Dormant At-Risk
CUST_0000566,Everyday Digital Transactor
CUST_0000567,Young Starter
CUST_0000568,Everyday Digital Transactor
CUST_0000569,Everyday Digital Transactor
CUST_0000570,High-Value Multi-Product
CUST_0000571,Affluent Low-Activity
CUST_0000572,High-Value Multi-Product
CUST_0000573,High-Value Multi-Product
CUST_0000574,Young Starter
CUST_0000575,Affluent Low-Activity
CUST_0000576,Young Starter
CUST_0000577,Young Starter
CUST_0000578,Dormant At-Risk
CUST_0000579,Everyday Digital Transactor
CUST_0000580,High-Value Multi-Product
CUST_0000581,High-Value Multi-Product
CUST_0000582,Affluent Low-Activity
CUST_0000583,Everyday Digital Transactor
CUST_0000584,Affluent Low-Activity
CUST_0000585,High-Value Multi-Product
CUST_0000586,High-Value Multi-Product
CUST_0000587,High-Value Multi-Product
CUST_0000588,Young Starter
CUST_0000589,Young Starter
CUST_0000590,Young Starter
CUST_0000591,Young Starter
CUST_0000592,High-Value Multi-Product
CUST_0000593,Young Starter
CUST_0000594,Everyday Digital Transactor
CUST_0000595,Young Starter
CUST_0000596,Affluent Low-Activity
CUST_0000597,Dormant At-Risk
CUST_0000598,Dormant At-Risk
CUST_0000599,Everyday Digital Transactor
CUST_0000600,High-Value Multi-Product
CUST_0000601,Dormant At-Risk
CUST_0000602,Everyday Digital Transactor
CUST_0000603,Affluent Low-Activity
CUST_0000604,Affluent Low-Activity
CUST_0000605,Everyday Digital Transactor
CUST_0000606,Everyday Digital Transactor
CUST_0000607,Everyday Digital Transactor
CUST_0000608,High-Value Multi-Product
CUST_0000609,Everyday Digital Transactor
CUST_0000610,High-Value Multi-Product
CUST_0000611,Dormant At-Risk
CUST_0000612,High-Value Multi-Product
CUST_0000613,Everyday Digital Transactor
CUST_0000614,Affluent Low-Activity
CUST_0000615,Dormant At-Risk
CUST_0000616,Everyday Digital Transactor
CUST_0000617,Affluent Low-Activity
CUST_0000618,Dormant At-Risk
CUST_0000619,Dormant At-Risk
CUST_0000620,Everyday Digital Transactor
CUST_0000621,Everyday Digital Transactor
CUST_0000622,High-Value Multi-Product
CUST_0000623,Everyday Digital Transactor
CUST_0000624,Dormant At-Risk
CUST_0000625,Affluent Low-Activity
CUST_0000626,High-Value Multi-Product
CUST_0000627,Affluent Low-Activity
CUST_0000628,Young Starter
CUST_0000629,Affluent Low-Activity
CUST_0000630,Young Starter
CUST_0000631,High-Value Multi-Product
CUST_0000632,Affluent Low-Activity
CUST_0000633,Everyday Digital Transactor
CUST_0000634,Dormant At-Risk
CUST_0000635,Young Starter
CUST_0000636,Everyday Digital Transactor
CUST_0000637,Young Starter
CUST_0000638,Everyday Digital Transactor
CUST_0000639,High-Value Multi-Product
CUST_0000640,Everyday Digital Transactor
CUST_0000641,Dormant At-Risk
CUST_0000642,Young Starter
CUST_0000643,Dormant At-Risk
CUST_0000644,Everyday Digital Transactor
CUST_0000645,Dormant At-Risk
CUST_0000646,Dormant At-Risk
CUST_0000647,Everyday Digital Transactor
CUST_0000648,Affluent Low-Activity
CUST_0000649,High-Value Multi-Product
CUST_0000650,Dormant At-Risk
CUST_0000651,Everyday Digital Transactor
CUST_0000652,Dormant At-Risk
CUST_0000653,Everyday Digital Transactor
CUST_0000654,Everyday Digital Transactor
CUST_0000655,High-Value Multi-Product
CUST_0000656,Everyday Digital Transactor
CUST_0000657,Everyday Digital Transactor
CUST_0000658,Everyday Digital Transactor
CUST_0000659,Affluent Low-Activity
CUST_0000660,Everyday Digital Transactor
CUST_0000661,Everyday Digital Transactor
CUST_0000662,Affluent Low-Activity
CUST_0000663,Affluent Low-Activity
CUST_0000664,Everyday Digital Transactor
CUST_0000665,Everyday Digital Transactor
CUST_0000666,Dormant At-Risk
CUST_0000667,High-Value Multi-Product
CUST_0000668,Everyday Digital Transactor
CUST_0000669,Young Starter
CUST_0000670,Young Starter
CUST_0000671,Affluent Low-Activity
CUST_0000672,Affluent Low-Activity
CUST_0000673,High-Value Multi-Product
CUST_0000674,Everyday Digital Transactor
CUST_0000675,High-Value Multi-Product
CUST_0000676,Affluent Low-Activity
CUST_0000677,Young Starter
CUST_0000678,High-Value Multi-Product
CUST_0000679,High-Value Multi-Product
CUST_0000680,Affluent Low-Activity
CUST_0000681,Young Starter
CUST_0000682,Everyday Digital Transactor
CUST_0000683,Dormant At-Risk
CUST_0000684,Affluent Low-Activity
CUST_0000685,Everyday Digital Transactor
CUST_0000686,High-Value Multi-Product
CUST_0000687,Everyday Digital Transactor
CUST_0000688,Everyday Digital Transactor
CUST_0000689,High-Value Multi-Product
CUST_0000690,Everyday Digital Transactor
CUST_0000691,Affluent Low-Activity
CUST_0000692,Everyday Digital Transactor
CUST_0000693,Affluent Low-Activity
CUST_0000694,Affluent Low-Activity
CUST_0000695,Young Starter
CUST_0000696,High-Value Multi-Product
CUST_0000697,Young Starter
CUST_0000698,Young Starter
CUST_0000699,Everyday Digital Transactor
CUST_0000700,Young Starter
CUST_0000701,Dormant At-Risk
CUST_0000702,Young Starter
CUST_0000703,High-Value Multi-Product
CUST_0000704,Young Starter
CUST_0000705,Everyday Digital Transactor
CUST_0000706,Young Starter
CUST_0000707,Young Starter
CUST_0000708,Affluent Low-Activity
CUST_0000709,Young Starter
CUST_0000710,High-Value Multi-Product
CUST_0000711,Affluent Low-Activity
CUST_0000712,Young Starter
CUST_0000713,Dormant At-Risk
CUST_0000714,Everyday Digital Transactor
CUST_0000715,Everyday Digital Transactor
CUST_0000716,Everyday Digital Transactor
CUST_0000717,Young Starter
CUST_0000718,Dormant At-Risk
CUST_0000719,Young Starter
CUST_0000720,Affluent Low-Activity
CUST_0000721,High-Value Multi-Product
CUST_0000722,High-Value Multi-Product
CUST_0000723,Affluent Low-Activity
CUST_0000724,Everyday Digital Transactor
CUST_0000725,Affluent Low-Activity
CUST_0000726,High-Value Multi-Product
CUST_0000727,High-Value Multi-Product
CUST_0000728,Affluent Low-Activity
CUST_0000729,Everyday Digital Transactor
CUST_0000730,Everyday Digital Transactor
CUST_0000731,Everyday Digital Transactor
CUST_0000732,High-Value Multi-Product
CUST_0000733,Affluent Low-Activity
CUST_0000734,Affluent Low-Activity
CUST_0000735,Young Starter
CUST_0000736,Young Starter
CUST_0000737,Dormant At-Risk
CUST_0000738,Everyday Digital Transactor
CUST_0000739,Affluent Low-Activity
CUST_0000740,Everyday Digital Transactor
CUST_0000741,High-Value Multi-Product
CUST_0000742,Dormant At-Risk
CUST_0000743,Affluent Low-Activity
CUST_0000744,High-Value Multi-Product
CUST_0000745,Everyday Digital Transactor
CUST_0000746,Dormant At-Risk
CUST_0000747,Affluent Low-Activity
CUST_0000748,High-Value Multi-Product
CUST_0000749,Affluent Low-Activity
CUST_0000750,Everyday Digital Transactor
CUST_0000751,Young Starter
CUST_0000752,Young Starter
CUST_0000753,Affluent Low-Activity
CUST_0000754,Affluent Low-Activity
CUST_0000755,Everyday Digital Transactor
CUST_0000756,Affluent Low-Activity
CUST_0000757,Everyday Digital Transactor
CUST_0000758,Affluent Low-Activity
CUST_0000759,Everyday Digital Transactor
CUST_0000760,Everyday Digital Transactor
CUST_0000761,Young Starter
CUST_0000762,Everyday Digital Transactor
CUST_0000763,Affluent Low-Activity
CUST_0000764,Everyday Digital Transactor
CUST_0000765,Dormant At-Risk
CUST_0000766,Everyday Digital Transactor
CUST_0000767,Everyday Digital Transactor
