Customer_ID,Status_Checking_Acc,Duration_in_Months,Credit_History,Purposre_Credit_Taken,Credit_Amount,Savings_Acc,Years_At_Present_Employment,Inst_Rt_Income,Marital_Status_Gender,Other_Debtors_Guarantors,Current_Address_Yrs,Property,Age,Other_Inst_Plans ,Housing,Num_CC,Job,Dependents,Telephone,Foreign_Worker,Default_On_Payment
100195,A12,24,A32,A40,3558,A61,A73,2,A94,A101,2,A121,20,A143,A151,1,A173,2,A191,A201,0
100196,A12,28,A32,A42,2264,A63,A74,2,A93,A101,2,A121,46,A143,A153,2,A174,1,A191,A201,1
100197,A13,29,A34,A45,1294,A61,A75,2,A93,A101,1,A123,48,A143,A153,2,A172,1,A191,A201,0
100198,A13,30,A34,A43,2031,A65,A75,3,A92,A101,4,A123,47,A143,A152,2,A173,1,A192,A201,0
100199,A12,14,A32,A40,5190,A65,A75,4,A93,A101,4,A122,26,A141,A152,2,A173,1,A192,A201,0
100200,A12,42,A32,A43,1349,A64,A75,4,A92,A101,2,A121,22,A143,A152,1,A173,1,A192,A201,0
100201,A14,9,A32,A42,5015,A65,A73,4,A93,A101,3,A124,47,A143,A153,1,A173,1,A191,A201,0
100202,A12,29,A34,A40,6042,A61,A73,2,A94,A101,2,A121,45,A143,A152,1,A174,1,A191,A201,1
100203,A14,24,A34,A410,2882,A61,A73,4,A93,A101,4,A123,46,A143,A152,3,A173,1,A191,A201,1
100204,A13,29,A34,A46,2060,A65,A72,4,A93,A101,4,A123,38,A143,A152,2,A173,1,A191,A201,0
100205,A12,51,A31,A43,4406,A62,A74,2,A93,A103,2,A123,40,A143,A153,1,A173,1,A191,A201,0
100206,A14,41,A34,A40,1853,A61,A75,4,A92,A102,4,A122,43,A143,A152,1,A173,1,A192,A201,0
100207,A14,10,A32,A41,4411,A61,A75,2,A92,A101,4,A123,65,A143,A152,1,A173,1,A191,A201,0
100208,A13,7,A34,A42,3869,A61,A75,2,A93,A101,4,A123,27,A143,A153,1,A172,1,A191,A201,0
100209,A12,28,A34,A43,2478,A62,A73,2,A92,A101,1,A122,48,A143,A151,1,A173,1,A192,A201,0
100210,A14,10,A30,A43,1885,A61,A75,4,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,0
100211,A11,18,A32,A46,1406,A61,A72,4,A92,A101,3,A121,38,A142,A151,2,A172,1,A192,A201,1
100212,A12,29,A32,A42,2370,A61,A71,1,A94,A101,4,A122,37,A143,A152,1,A173,1,A191,A201,1
100213,A14,7,A34,A40,1245,A61,A74,4,A93,A101,4,A121,56,A143,A153,2,A173,2,A191,A201,1
100214,A13,6,A34,A43,2390,A61,A73,1,A93,A101,1,A123,44,A143,A153,1,A172,1,A192,A201,0
100215,A11,21,A32,A42,2934,A61,A75,2,A94,A101,2,A121,44,A143,A153,1,A174,1,A192,A202,0
100216,A12,18,A34,A40,2075,A61,A75,2,A93,A101,2,A123,25,A143,A152,1,A173,1,A191,A201,1
100217,A12,16,A32,A45,3547,A61,A75,4,A92,A103,4,A122,75,A143,A151,2,A173,1,A191,A201,0
100218,A11,18,A30,A42,4979,A62,A74,4,A93,A101,3,A123,28,A141,A151,3,A173,1,A192,A201,1
100219,A14,11,A34,A40,1092,A61,A72,4,A93,A101,2,A122,34,A143,A152,2,A173,1,A192,A201,0
100220,A14,8,A34,A40,2519,A61,A73,3,A94,A101,1,A121,37,A143,A152,1,A173,1,A191,A201,0
100221,A14,16,A34,A48,1463,A61,A75,4,A93,A101,2,A123,37,A143,A152,2,A174,1,A192,A201,0
100222,A11,11,A32,A41,1652,A65,A75,2,A93,A101,4,A123,31,A141,A152,1,A173,1,A191,A201,0
100223,A11,7,A32,A43,2192,A62,A73,4,A93,A101,4,A121,25,A143,A152,1,A173,1,A191,A202,0
100224,A12,24,A32,A49,5117,A61,A72,4,A93,A101,1,A121,23,A141,A152,2,A172,1,A191,A201,1
100225,A14,17,A30,A41,5579,A61,A73,2,A93,A101,4,A122,19,A143,A152,1,A173,1,A192,A201,0
100226,A14,23,A31,A41,1730,A61,A73,4,A91,A101,1,A121,40,A143,A151,2,A173,1,A191,A201,0
100227,A14,10,A33,A40,2498,A61,A73,4,A92,A101,2,A122,29,A143,A152,2,A173,1,A192,A201,1
100228,A12,13,A32,A41,2232,A61,A75,4,A93,A101,2,A123,35,A143,A152,1,A173,1,A192,A201,0
100229,A12,10,A33,A42,2211,A61,A72,1,A92,A101,2,A121,34,A143,A152,1,A173,1,A191,A201,0
100230,A14,11,A32,A42,7553,A65,A75,4,A93,A101,3,A123,32,A141,A152,3,A174,2,A191,A201,0
100231,A12,20,A34,A40,4730,A61,A73,3,A93,A101,2,A123,29,A143,A152,1,A173,1,A191,A201,1
