User_ID,Movie_ID,Rating
User_50,17,2
User_50,19,2
User_50,10,5
User_50,8,5
User_50,2,2
User_50,11,5
User_50,13,1
User_51,15,5
User_51,17,1
User_51,2,1
User_51,3,1
User_51,11,1
User_51,8,1
User_52,2,2
User_52,18,1
User_52,13,1
User_52,8,5
User_52,4,2
User_52,14,2
User_52,17,2
User_52,11,5
User_52,15,2
User_52,16,1
User_52,9,5
User_52,3,1
User_52,10,5
User_53,0,5
User_53,1,5
User_53,17,1
User_53,14,2
User_53,3,5
User_53,10,1
User_53,11,1
User_53,7,2
User_53,12,1
User_53,6,2
User_53,15,2
User_53,4,2
User_53,2,5
User_54,18,2
User_54,7,1
User_54,1,5
User_54,8,2
User_54,19,1
User_54,4,1
User_54,5,1
User_55,5,1
User_55,3,4
User_55,18,1
User_55,2,5
User_55,4,1
User_55,0,4
User_55,14,1
User_55,15,2
User_55,17,1
User_56,9,5
User_56,0,1
User_56,11,5
User_56,16,2
User_56,18,2
User_56,1,1
User_56,10,5
User_56,19,1
User_56,12,2
User_57,9,1
User_57,5,1
User_57,6,1
User_57,1,2
User_57,0,1
User_57,18,1
User_58,10,5
User_58,19,2
User_58,15,1
User_58,1,1
User_58,14,2
User_58,3,1
User_58,5,1
User_59,3,1
User_59,4,1
User_59,18,1
User_59,16,1
User_59,2,1
User_59,17,1
User_59,5,2
User_59,8,5
User_60,6,2
User_60,2,1
User_60,13,1
User_60,0,1
User_60,16,5
User_60,7,1
User_60,9,1
User_60,19,5
User_60,12,1
User_60,5,1
User_61,14,5
User_61,13,5
User_61,1,1
User_61,18,2
User_61,9,2
User_61,3,1
User_61,10,1
User_61,8,1
User_61,15,4
User_61,6,2
User_61,0,1
User_62,13,2
User_62,0,1
User_62,12,2
User_62,6,1
User_62,15,2
User_62,16,1
User_62,3,2
User_62,8,5
User_62,17,2
User_63,14,1
User_63,6,1
User_63,8,1
User_63,5,2
User_63,4,2
User_63,2,5
User_63,13,2
User_63,0,4
User_63,19,1
User_63,10,1
User_64,6,1
User_64,10,5
User_64,8,5
User_64,17,1
User_64,9,4
User_64,1,1
User_64,11,4
User_64,2,1
User_64,4,2
User_65,12,1
User_65,9,1
User_65,16,2
User_65,2,5
User_65,14,1
User_65,10,2
User_65,18,2
User_66,14,5
User_66,10,2
User_66,18,1
User_66,2,2
User_66,3,1
User_66,15,4
User_66,8,1
User_66,7,1
User_66,5,2
User_66,4,2
User_66,19,1
User_66,9,1
User_67,5,1
User_67,14,2
User_67,7,2
User_67,18,4
User_67,1,1
User_67,6,1
User_67,9,1
User_67,8,1
User_68,17,4
User_68,14,2
User_68,16,5
User_68,3,1
User_68,7,1
User_68,6,2
User_69,14,4
User_69,1,2
User_69,9,1
User_69,15,5
User_69,10,2
User_69,11,1
User_69,0,2
User_69,4,2
User_69,6,1
User_70,19,1
User_70,5,1
User_70,17,2
User_70,9,1
User_70,14,4
User_70,12,5
User_71,19,2
User_71,9,1
User_71,10,1
User_71,0,5
User_71,14,2
User_71,1,5
User_71,12,1
User_71,15,1
User_72,6,1
User_72,10,1
User_72,16,2
User_72,1,4
User_72,11,1
User_72,13,1
User_72,15,1
User_73,18,1
User_73,8,2
User_73,13,1
User_73,4,1
User_73,9,1
User_73,15,2
User_73,3,5
User_73,2,4
User_73,14,2
User_73,12,1
User_73,1,5
User_73,11,1
User_73,17,2
User_74,9,1
User_74,17,5
User_74,4,2
User_74,8,1
User_74,6,2
User_74,7,2
User_74,0,2
User_74,2,2
User_74,16,5
User_74,3,1
User_74,5,1
User_75,3,2
User_75,0,2
User_75,4,5
User_75,9,2
User_75,13,1
User_75,12,1
User_75,11,1
User_75,7,5
User_75,5,5
User_75,17,1
User_75,16,1
User_75,15,1
User_75,1,1
User_76,14,1
User_76,8,1
User_76,18,1
User_76,1,1
User_76,3,1
User_76,6,5
User_76,5,5
User_76,10,1
User_76,19,1
User_76,0,1
User_77,16,2
User_77,18,1
User_77,1,2
User_77,5,1
User_77,9,1
User_77,6,2
User_77,8,1
User_77,2,1
User_77,14,4
User_78,12,2
User_78,13,1
User_78,10,4
User_78,11,4
User_78,2,1
User_78,0,1
User_78,6,1
User_78,14,1
User_78,17,1
User_78,3,2
User_78,5,1
User_78,18,1
User_79,2,1
User_79,8,2
User_79,10,1
User_79,12,1
User_79,9,1
User_79,19,4
User_79,18,5
User_79,14,1
User_79,4,1
User_79,16,5
User_79,5,1
User_80,0,1
User_80,5,1
User_80,9,2
User_80,11,2
User_80,18,1
User_80,14,5
User_80,10,1
User_80,6,1
User_80,12,5
User_81,15,2
User_81,5,1
User_81,0,2
User_81,17,4
User_81,14,2
User_81,1,2
User_81,11,1
User_81,9,2
User_81,2,1
User_81,7,2
User_81,16,4
User_81,12,1
User_82,16,4
User_82,3,1
User_82,15,1
User_82,12,1
User_82,11,1
User_82,2,1
User_82,8,1
User_82,5,1
User_82,10,2
User_82,18,5
User_82,9,1
User_83,10,2
User_83,1,2
User_83,3,2
User_83,11,2
User_83,4,1
User_83,0,2
User_83,12,5
User_83,7,2
User_83,6,2
User_83,2,1
User_83,15,5
User_83,16,2
User_83,9,1
User_84,8,1
User_84,5,1
User_84,15,1
User_84,14,1
User_84,1,1
User_84,16,5
User_84,0,1
User_84,3,1
User_84,11,1
User_85,4,5
User_85,6,5
User_85,3,2
User_85,17,1
User_85,13,1
User_85,9,1
User_85,15,2
User_86,13,5
User_86,10,1
User_86,3,2
User_86,15,5
User_86,18,1
User_86,2,1
User_86,7,1
User_87,12,1
User_87,4,1
User_87,15,1
User_87,0,1
User_87,1,1
User_87,7,2
User_87,10,5
User_87,3,2
User_88,2,1
User_88,13,2
User_88,16,2
User_88,5,5
User_88,3,1
User_88,18,1
User_88,4,5
User_88,19,1
User_88,8,1
User_88,1,1
User_88,9,1
User_88,17,1
User_88,15,2
User_89,0,1
User_89,16,1
User_89,19,2
User_89,13,1
User_89,10,5
User_89,7,2
User_89,14,1
User_89,18,1
User_89,12,1
User_89,4,1
User_89,15,1
User_89,9,5
User_89,2,1
User_90,2,1
User_90,10,2
User_90,4,1
User_90,16,1
User_90,12,5
User_90,5,1
User_91,9,1
User_91,18,1
User_91,2,2
User_91,7,1
User_91,8,1
User_91,13,5
User_91,10,1
User_91,19,2
User_91,11,1
User_92,3,1
User_92,18,1
User_92,13,5
User_92,10,1
User_92,7,1
User_92,6,1
User_92,4,1
User_92,12,5
User_92,9,1
User_92,2,1
User_92,14,5
User_93,2,1
User_93,15,1
User_93,18,5
User_93,17,5
User_93,0,2
User_93,3,1
User_93,9,1
User_93,13,2
User_94,9,1
User_94,10,1
User_94,6,1
User_94,11,1
User_94,19,4
User_94,1,1
User_94,4,1
User_94,8,1
User_94,7,2
User_94,15,1
User_94,5,2
User_95,17,1
User_95,12,4
User_95,14,5
User_95,8,2
User_95,9,2
User_95,11,2
User_96,13,2
User_96,18,1
User_96,17,2
User_96,6,5
User_96,4,5
User_96,2,2
User_96,8,1
User_96,3,1
User_96,10,1
User_96,12,1
User_96,15,1
User_96,5,5
User_97,5,1
User_97,1,1
User_97,10,1
User_97,15,1
User_97,8,1
User_97,7,1
User_97,19,4
User_97,4,1
User_97,17,5
User_98,19,1
User_98,7,2
User_98,17,1
User_98,3,1
User_98,4,1
User_98,10,2
User_98,5,1
User_98,13,4
User_98,11,2
User_98,18,1
User_99,3,1
User_99,8,1
User_99,0,1
User_99,7,1
User_99,14,5
User_99,12,4
User_99,10,1
User_99,11,1
User_99,15,4
User_99,1,1
User_99,9,1
User_99,19,1
User_100,11,1
User_100,0,2
User_100,15,5
User_100,13,5
User_100,8,1
User_100,16,2
User_100,3,2
User_100,1,1
User_100,4,1
User_100,7,1
User_100,2,2
User_101,14,1
User_101,3,1
User_101,15,1
User_101,19,1
User_101,16,1
User_101,10,4
User_101,7,1
User_101,18,2
User_101,6,1
User_102,7,1
User_102,4,1
User_102,6,1
User_102,9,1
User_102,1,1
User_102,18,1
User_102,13,4
User_102,3,1
User_102,19,1
User_103,0,5
User_103,10,2
User_103,18,1
User_103,1,4
User_103,3,4
User_103,2,4
User_104,2,2
User_104,6,1
User_104,11,4
User_104,5,1
User_104,19,1
User_104,14,1
User_104,17,1
User_104,8,4
User_104,1,1
User_105,4,1
User_105,2,1
User_105,3,1
User_105,7,2
User_105,5,1
User_105,1,1
User_106,10,5
User_106,4,1
User_106,1,1
User_106,0,1
User_106,2,1
User_106,18,2
User_106,5,1
User_106,9,4
User_106,12,1
User_106,17,2
User_106,7,2
User_107,0,2
User_107,6,1
User_107,2,1
User_107,5,1
User_107,15,1
User_107,7,2
User_107,17,1
User_107,12,2
User_107,16,1
User_107,13,1
User_107,11,5
User_107,18,1
User_107,9,5
User_108,2,5
User_108,14,2
User_108,1,5
User_108,6,1
User_108,3,4
User_108,4,1
User_108,13,1
User_108,5,1
User_108,7,1
User_108,8,1
User_109,11,2
User_109,4,2
User_109,17,2
User_109,15,1
User_109,12,1
User_109,9,1
User_109,18,1
User_110,18,1
User_110,12,1
User_110,7,1
User_110,14,2
User_110,9,5
User_110,4,2
User_110,11,5
User_110,17,1
User_110,1,1
User_110,16,1
User_110,3,1
User_110,13,2
User_110,10,5
User_111,16,1
User_111,8,1
User_111,0,4
User_111,14,1
User_111,10,1
User_111,12,1
User_111,13,1
User_111,6,2
User_111,5,1
User_111,9,1
User_111,15,1
User_112,11,1
User_112,18,4
User_112,8,1
User_112,0,1
User_112,2,1
User_112,16,5
User_112,12,1
User_112,4,1
User_112,6,1
User_112,13,1
User_112,5,1
User_112,10,1
User_113,15,1
User_113,5,1
User_113,6,1
User_113,8,4
User_113,18,1
User_113,1,1
User_113,9,4
User_113,0,2
User_113,16,1
User_114,19,1
User_114,13,1
User_114,5,5
User_114,15,1
User_114,4,4
User_114,16,1
User_114,9,1
User_115,14,1
User_115,5,2
User_115,2,5
User_115,6,2
User_115,11,1
User_115,10,2
User_115,17,2
User_115,1,5
User_115,4,2
User_115,7,2
User_115,18,1
User_115,0,5
User_115,19,1
User_116,16,4
User_116,2,1
User_116,10,2
User_116,7,1
User_116,11,2
User_116,0,1
User_116,4,1
User_117,15,5
User_117,17,1
User_117,7,2
User_117,4,1
User_117,8,1
User_117,2,2
User_117,12,4
User_117,9,1
User_117,16,2
User_117,14,4
User_118,14,2
User_118,16,5
User_118,10,1
User_118,3,1
User_118,6,2
User_118,17,4
User_118,5,1
User_118,4,1
User_118,0,1
User_119,9,1
User_119,3,5
User_119,18,2
User_119,8,1
User_119,11,1
User_119,17,2
User_119,5,2
User_119,0,5
User_119,19,2
User_119,15,1
User_119,6,1
User_119,12,2
User_119,13,1
User_120,11,1
User_120,14,2
User_120,1,1
User_120,3,1
User_120,15,2
User_120,17,2
User_120,16,2
User_121,18,2
User_121,1,2
User_121,12,1
User_121,7,5
User_121,5,4
User_121,16,2
User_121,2,1
User_121,15,2
User_121,13,1
User_121,14,1
User_121,0,1
User_122,17,5
User_122,6,1
User_122,11,1
User_122,18,5
User_122,13,1
User_122,4,1
User_122,14,1
User_122,0,1
User_123,11,2
User_123,19,1
User_123,17,1
User_123,12,2
User_123,13,1
User_123,8,2
User_123,14,2
User_123,4,1
User_123,7,1
User_123,9,2
User_124,12,5
User_124,1,1
User_124,7,2
User_124,2,1
User_124,6,1
User_124,4,1
User_124,13,5
User_124,19,1
User_124,5,2
User_124,10,1
User_124,11,1
User_124,8,2
User_124,0,1
User_125,11,1
User_125,6,2
User_125,9,1
User_125,2,1
User_125,0,2
User_125,10,1
User_125,3,1
User_125,1,1
User_125,15,5
User_125,7,1
User_126,8,1
User_126,0,5
User_126,3,4
User_126,4,1
User_126,11,2
User_126,10,1
User_126,18,2
User_126,2,4
User_126,5,1
User_127,18,1
User_127,16,2
User_127,0,2
User_127,4,5
User_127,3,1
User_127,5,5
User_127,15,1
User_128,19,2
User_128,9,4
User_128,12,1
User_128,10,5
User_128,17,2
User_128,14,1
User_128,1,1
User_129,11,1
User_129,18,1
User_129,10,2
User_129,1,1
User_129,13,1
User_129,17,1
User_129,0,2
User_129,12,1
User_129,7,4
User_129,8,1
User_129,4,5
User_130,4,1
User_130,5,1
User_130,10,1
User_130,18,1
User_130,8,2
User_130,19,1
User_130,14,5
User_130,11,1
User_130,13,4
User_130,17,1
User_130,6,1
User_131,18,5
User_131,17,5
User_131,8,1
User_131,0,1
User_131,2,1
User_131,6,2
User_131,13,1
User_131,11,1
User_131,9,1
User_132,1,1
User_132,11,2
User_132,17,1
User_132,3,1
User_132,7,1
User_132,18,1
User_132,8,1
User_132,15,4
User_132,10,2
User_132,14,5
User_133,18,1
User_133,0,1
User_133,5,5
User_133,14,1
User_133,3,2
User_133,8,1
User_134,14,2
User_134,0,1
User_134,5,1
User_134,8,4
User_134,3,2
User_134,10,5
User_134,7,1
User_134,4,2
User_134,2,1
User_135,12,1
User_135,2,5
User_135,8,1
User_135,3,5
User_135,5,1
User_135,18,2
User_135,10,1
User_135,19,2
User_135,14,1
User_135,4,2
User_135,15,1
User_135,7,1
User_135,0,5
User_136,19,1
User_136,3,5
User_136,14,1
User_136,17,1
User_136,18,2
User_136,6,1
User_136,13,1
User_137,1,4
User_137,14,1
User_137,16,2
User_137,2,4
User_137,7,1
User_137,5,1
User_138,16,1
User_138,7,1
User_138,9,5
User_138,17,1
User_138,14,2
User_138,1,1
User_138,10,5
User_138,8,5
User_138,12,1
User_138,11,5
User_138,5,1
User_139,0,2
User_139,19,1
User_139,15,2
User_139,8,1
User_139,4,4
User_139,18,1
User_139,11,1
User_139,3,1
User_139,16,1
User_140,9,1
User_140,5,5
User_140,7,4
User_140,2,2
User_140,6,4
User_140,16,1
User_140,12,2
User_140,1,2
User_140,19,2
User_141,9,1
User_141,6,1
User_141,16,1
User_141,12,5
User_141,5,1
User_141,0,1
User_141,4,1
User_141,11,2
User_142,8,5
User_142,19,2
User_142,7,1
User_142,13,1
User_142,17,2
User_142,12,2
User_142,18,1
User_143,1,1
User_143,5,2
User_143,19,1
User_143,7,1
User_143,6,1
User_143,10,5
User_143,2,1
User_143,0,1
User_143,12,1
User_144,10,1
User_144,7,2
User_144,5,2
User_144,4,2
User_144,15,5
User_144,17,1
User_145,9,1
User_145,12,1
User_145,6,1
User_145,10,2
User_145,0,1
User_145,7,2
User_145,17,5
User_145,18,5
User_145,16,5
User_145,2,1
User_146,9,1
User_146,19,2
User_146,6,1
User_146,11,1
User_146,4,1
User_146,10,1
User_146,1,1
User_147,15,2
User_147,9,1
User_147,6,5
User_147,2,2
User_147,3,2
User_147,14,2
User_147,4,4
User_147,10,1
User_147,7,5
User_147,16,1
User_147,11,1
User_147,19,1
User_148,8,1
User_148,4,5
User_148,0,1
User_148,1,1
User_148,16,1
User_148,6,5
User_148,7,5
User_148,13,2
User_148,17,1
User_149,6,1
User_149,19,1
User_149,17,2
User_149,9,1
User_149,11,1
User_149,13,2
User_149,4,1
User_149,7,1
User_150,7,1
User_150,2,2
User_150,3,1
User_150,14,1
User_150,18,5
User_150,5,1
User_150,1,2
User_150,17,5
User_150,0,1
User_150,10,1
User_150,9,1
User_150,12,1
User_150,15,1
User_151,3,2
User_151,15,4
User_151,2,2
User_151,16,1
User_151,17,1
User_151,13,5
User_151,19,1
User_151,11,1
User_152,16,4
User_152,12,2
User_152,5,1
User_152,15,1
User_152,9,1
User_152,11,2
User_152,14,1
User_152,2,2
User_153,3,1
User_153,6,4
User_153,11,1
User_153,0,1
User_153,16,1
User_153,17,2
User_153,9,1
User_154,3,1
User_154,0,1
User_154,6,5
User_154,18,2
User_154,10,1
User_154,7,5
User_154,2,1
User_154,1,1
User_154,17,2
User_155,8,4
User_155,9,5
User_155,15,1
User_155,12,2
User_155,4,1
User_155,13,1
User_155,5,1
User_155,11,5
User_156,19,1
User_156,11,5
User_156,6,2
User_156,4,2
User_156,17,1
User_156,8,5
User_156,7,1
User_156,18,1
User_156,12,1
User_156,9,5
User_156,10,5
User_156,15,1
User_156,0,1
User_157,0,1
User_157,11,1
User_157,18,1
User_157,8,2
User_157,14,2
User_157,9,1
User_157,16,1
User_157,2,1
User_157,6,5
User_157,4,5
User_158,14,5
User_158,0,1
User_158,19,1
User_158,8,1
User_158,15,5
User_158,12,5
User_158,6,1
User_158,4,1
User_158,11,1
User_159,8,1
User_159,18,1
User_159,2,1
User_159,16,1
User_159,7,5
User_159,17,2
User_159,13,2
User_159,3,2
User_159,1,1
User_159,15,1
User_159,6,4
User_159,4,4
User_160,11,1
User_160,0,1
User_160,8,2
User_160,5,1
User_160,4,2
User_160,12,1
User_161,2,5
User_161,13,2
User_161,8,1
User_161,14,1
User_161,3,5
User_161,1,4
User_161,19,1
User_161,18,1
User_161,16,1
User_162,2,2
User_162,9,2
User_162,18,1
User_162,12,4
User_162,6,2
User_162,14,5
User_162,3,1
User_162,0,1
User_162,5,1
User_162,1,1
User_162,11,1
User_162,7,1
User_162,10,1
User_163,15,2
User_163,12,1
User_163,7,2
User_163,3,5
User_163,0,4
User_163,14,2
User_163,6,1
User_163,5,2
User_163,9,1
User_163,8,1
User_163,10,1
User_164,16,2
User_164,5,1
User_164,12,1
User_164,9,5
User_164,17,1
User_164,6,1
User_164,1,2
User_164,2,1
User_165,19,1
User_165,4,4
User_165,1,1
User_165,15,1
User_165,12,2
User_165,7,5
User_165,5,5
User_165,10,1
User_165,17,1
User_165,2,1
User_165,3,1
User_166,2,1
User_166,14,1
User_166,0,1
User_166,11,1
User_166,1,1
User_166,17,5
User_166,13,2
User_166,18,4
User_166,9,1
User_166,3,2
User_167,13,2
User_167,10,1
User_167,5,5
User_167,1,1
User_167,19,1
User_167,15,1
User_167,12,1
User_168,18,2
User_168,2,1
User_168,0,1
User_168,16,2
User_168,19,1
User_168,4,2
User_168,8,1
User_168,5,1
User_168,14,5
User_168,1,1
User_169,12,2
User_169,8,1
User_169,5,4
User_169,15,2
User_169,6,4
User_169,2,1
User_169,0,2
User_169,4,4
User_169,17,1
User_169,3,1
User_169,16,2
User_169,1,1
User_170,18,1
User_170,3,1
User_170,9,1
User_170,1,1
User_170,13,5
User_170,0,1
User_170,16,1
User_170,17,1
User_170,12,4
User_170,14,5
User_170,15,5
User_170,8,2
User_170,2,1
User_171,18,1
User_171,0,2
User_171,12,5
User_171,3,1
User_171,15,5
User_171,11,2
User_171,9,1
User_171,19,1
User_171,6,2
User_172,8,1
User_172,11,1
User_172,16,1
User_172,12,1
User_172,13,1
User_172,14,1
User_172,7,5
User_172,15,2
User_172,19,1
User_173,8,2
User_173,2,1
User_173,16,1
User_173,14,1
User_173,18,2
User_173,5,5
User_173,4,5
User_173,15,1
User_173,6,5
User_173,13,2
User_173,12,1
User_173,7,5
User_174,4,2
User_174,7,1
User_174,0,4
User_174,18,1
User_174,1,4
User_174,15,1
User_174,17,1
User_174,6,1
User_174,16,1
User_174,3,4
User_174,14,1
User_175,17,2
User_175,10,5
User_175,19,1
User_175,5,2
User_175,4,2
User_175,9,5
User_175,16,2
User_175,14,1
User_176,11,2
User_176,10,1
User_176,7,1
User_176,18,5
User_176,15,1
User_176,6,2
User_176,17,5
User_176,8,2
User_176,4,1
User_176,13,2
User_177,6,1
User_177,18,1
User_177,7,1
User_177,3,2
User_177,10,5
User_177,13,1
User_177,0,2
User_177,16,1
User_177,4,1
User_177,8,4
User_178,6,5
User_178,7,4
User_178,11,1
User_178,18,2
User_178,19,1
User_178,1,1
User_179,9,2
User_179,17,2
User_179,12,1
User_179,6,1
User_179,2,5
User_179,15,2
User_179,8,2
User_179,4,2
User_179,16,1
User_180,0,2
User_180,15,2
User_180,12,2
User_180,2,1
User_180,14,1
User_180,18,2
User_181,12,2
User_181,3,1
User_181,0,1
User_181,15,2
User_181,19,1
User_181,17,1
User_181,1,1
User_181,7,4
User_182,15,2
User_182,3,1
User_182,8,2
User_182,12,2
User_182,16,1
User_182,19,1
User_183,17,2
User_183,19,1
User_183,0,5
User_183,7,2
User_183,3,4
User_183,16,2
User_183,9,2
User_183,6,1
User_183,13,2
User_183,11,1
