price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
7924000,4411,2,1,2,yes,yes,yes,no,yes,2,no,semi-furnished
6266000,3052,3,1,2,no,yes,yes,no,yes,2,no,unfurnished
6054000,2334,3,2,2,yes,no,yes,no,no,0,yes,furnished
6261000,3844,3,2,2,yes,yes,no,no,yes,0,no,semi-furnished
6337000,4610,3,2,1,yes,no,no,no,yes,0,yes,unfurnished
9803000,9908,3,2,2,yes,no,no,no,yes,3,no,unfurnished
6237000,4980,4,1,2,yes,no,no,no,no,0,no,unfurnished
7493000,7125,2,1,2,yes,no,no,no,yes,0,no,furnished
8813000,3823,5,2,2,yes,yes,no,no,yes,0,yes,furnished
6548000,2867,4,2,2,yes,yes,yes,no,no,0,no,furnished
6974000,3144,2,2,1,yes,yes,no,no,no,1,no,semi-furnished
6818000,3477,3,1,4,no,no,no,no,yes,0,no,semi-furnished
9011000,11528,3,1,2,yes,no,no,no,yes,2,no,semi-furnished
6617000,3339,3,2,2,yes,no,no,no,no,0,no,furnished
7292000,6706,4,1,3,yes,no,no,no,no,2,no,semi-furnished
6043000,3227,2,1,4,no,no,yes,no,yes,1,no,furnished
8566000,6973,3,2,2,yes,no,no,no,no,2,no,unfurnished
7740000,5543,2,2,4,yes,no,no,no,no,2,no,semi-furnished
7041000,4415,3,1,2,yes,no,yes,no,no,1,yes,furnished
6600000,4635,4,1,1,yes,no,yes,no,no,0,yes,semi-furnished
5211000,3582,3,1,2,yes,yes,yes,no,no,0,no,furnished
7007000,5687,3,1,1,yes,no,no,no,no,2,no,semi-furnished
6973000,3895,2,1,2,yes,no,no,no,yes,0,no,furnished
6412000,2818,3,1,1,yes,yes,no,no,yes,0,yes,semi-furnished
4912000,2757,3,2,1,no,no,yes,no,no,2,no,unfurnished
6840000,5070,3,1,1,yes,yes,yes,no,no,2,no,furnished
8285000,9152,3,1,1,yes,no,no,yes,no,2,yes,semi-furnished
6315000,5043,4,1,2,yes,no,no,no,no,1,no,furnished
5927000,4486,3,1,1,yes,no,no,no,no,2,no,unfurnished
8617000,5317,3,2,4,yes,yes,yes,no,yes,0,no,furnished
8001000,8161,3,1,1,yes,no,yes,no,no,1,no,semi-furnished
6857000,5170,2,1,2,yes,no,yes,no,yes,2,yes,furnished
5178000,3968,3,1,2,yes,no,no,no,no,2,no,unfurnished
6665000,7504,3,1,2,yes,no,no,no,no,2,no,semi-furnished
6629000,5646,3,1,1,yes,yes,yes,no,no,1,no,semi-furnished
8166000,8987,3,2,3,no,no,no,no,no,0,no,unfurnished
7386000,5092,3,2,1,yes,yes,no,yes,no,0,no,furnished
4290000,2819,2,2,1,no,no,yes,no,no,0,no,semi-furnished
4666000,2654,2,1,2,yes,no,yes,no,no,0,no,furnished
6668000,9433,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
8333000,9725,4,2,2,yes,no,no,no,no,1,no,unfurnished
4999000,4373,3,1,1,no,no,no,no,yes,0,no,semi-furnished
7144000,4014,3,1,2,yes,yes,no,no,no,0,no,furnished
7628000,8711,3,1,1,yes,no,yes,no,no,0,yes,furnished
5592000,2962,2,1,2,no,no,no,no,no,1,no,semi-furnished
6142000,3238,2,1,2,yes,no,no,no,yes,2,no,furnished
7454000,6178,2,2,3,no,no,no,no,no,0,yes,unfurnished
6139000,3995,4,2,1,no,no,no,no,no,0,yes,unfurnished
6470000,4705,2,2,2,yes,no,no,no,no,0,no,semi-furnished
6047000,4402,3,2,2,yes,no,no,no,no,1,no,unfurnished
6764000,5433,3,1,1,yes,no,yes,no,no,0,no,furnished
8410000,8516,3,1,2,yes,yes,no,no,yes,1,no,furnished
6058000,4898,2,1,2,yes,yes,no,no,no,0,no,semi-furnished
6326000,6180,4,1,1,yes,no,no,no,no,0,no,unfurnished
4777000,1993,3,1,2,yes,yes,no,no,no,2,no,semi-furnished
6676000,4620,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished
6262000,3309,3,1,1,yes,no,yes,no,no,2,no,furnished
5642000,2826,3,1,2,yes,yes,yes,no,no,1,no,semi-furnished
4560000,3261,3,1,2,yes,no,no,no,no,1,no,semi-furnished
7275000,4098,3,2,3,yes,no,yes,yes,no,0,no,semi-furnished
6952000,6927,2,1,2,yes,no,no,no,no,0,no,furnished
5981000,2701,3,2,1,no,yes,yes,no,no,0,no,furnished
7341000,4776,3,1,2,yes,yes,no,no,yes,2,no,semi-furnished
5193000,3848,3,1,2,yes,no,no,no,no,0,no,unfurnished
7084000,4109,3,2,2,yes,no,no,no,no,1,yes,unfurnished
7354000,7185,3,2,2,yes,no,no,no,no,2,yes,semi-furnished
5732000,5911,3,1,1,yes,no,no,no,no,0,no,semi-furnished
8574000,8269,3,2,2,yes,no,no,no,yes,0,no,semi-furnished
6092000,4419,2,2,1,yes,no,yes,no,no,0,no,unfurnished
5674000,3520,3,1,1,yes,no,yes,no,yes,0,no,furnished
6569000,4292,3,1,2,yes,no,no,no,no,0,yes,unfurnished
7183000,5221,2,2,2,yes,no,yes,no,no,0,yes,furnished
5092000,5078,3,1,1,no,no,no,no,yes,0,no,furnished
5063000,2990,2,1,1,yes,no,no,no,yes,0,yes,unfurnished
5461000,4898,2,1,1,yes,no,yes,no,no,2,no,semi-furnished
6880000,5190,4,1,2,yes,no,no,no,no,0,no,furnished
9974000,13574,3,1,2,yes,no,no,no,yes,1,no,unfurnished
9169000,10372,3,1,2,yes,yes,no,no,yes,0,no,semi-furnished
5274000,3295,3,1,1,no,yes,yes,no,no,0,no,unfurnished
7247000,4179,3,2,2,yes,yes,no,no,yes,0,no,semi-furnished
5242000,2550,4,1,1,yes,no,yes,no,no,0,no,semi-furnished
6565000,3679,3,1,3,no,no,no,no,yes,2,no,unfurnished
5642000,5384,2,1,2,no,no,no,no,no,2,no,unfurnished
6921000,7824,2,1,1,yes,no,yes,no,no,0,no,furnished
6915000,3471,4,1,2,yes,no,yes,no,no,0,no,unfurnished
5933000,3582,3,1,3,yes,no,no,no,yes,1,no,unfurnished
5169000,1914,3,1,1,yes,no,no,no,yes,1,no,furnished
5787000,4404,3,1,1,yes,yes,no,no,yes,0,no,semi-furnished
5349000,3018,4,1,2,yes,no,yes,no,no,1,no,unfurnished
6002000,3775,3,2,1,yes,no,yes,no,no,1,no,unfurnished
6409000,3263,3,1,1,yes,no,yes,no,no,1,no,unfurnished
7099000,4532,4,1,1,yes,no,yes,no,no,0,no,unfurnished
4880000,2254,2,1,1,yes,yes,yes,no,yes,0,no,unfurnished
5356000,2546,3,2,2,yes,yes,no,no,no,0,no,unfurnished
9259000,11531,2,1,4,no,no,no,no,no,0,no,unfurnished
6524000,2746,3,2,1,yes,yes,no,no,yes,0,no,unfurnished
5914000,2975,2,2,2,yes,no,no,no,yes,0,no,furnished
8079000,10199,3,1,2,no,no,yes,no,no,1,no,unfurnished
11280000,15973,2,1,1,yes,no,no,no,yes,0,yes,furnished
5255000,2883,3,1,2,yes,no,yes,yes,no,0,no,semi-furnished
4605000,4040,3,1,1,yes,no,no,no,no,0,no,unfurnished
7180000,5443,3,1,1,yes,no,yes,no,yes,1,yes,semi-furnished
8200000,9746,3,2,1,yes,no,no,no,no,1,no,semi-furnished
5462000,3115,4,1,2,yes,no,no,no,no,0,no,unfurnished
5545000,4254,3,1,2,yes,no,no,no,no,2,yes,furnished
6366000,6536,2,1,1,yes,no,no,no,no,0,no,furnished
6347000,5660,2,1,1,yes,no,yes,no,no,2,no,unfurnished
6868000,4026,4,2,2,yes,no,no,no,no,0,yes,unfurnished
6804000,4458,4,2,3,yes,no,yes,no,yes,0,no,semi-furnished
5677000,2647,3,2,1,yes,no,yes,no,yes,1,no,semi-furnished
7397000,4266,2,1,2,yes,no,yes,no,yes,0,no,semi-furnished
6544000,4216,3,2,2,yes,yes,no,no,no,0,no,unfurnished
7457000,5198,3,2,2,yes,yes,yes,no,yes,0,no,unfurnished
5575000,3734,3,1,2,yes,no,no,no,no,0,no,semi-furnished
6374000,5748,2,1,1,yes,no,no,no,no,0,no,semi-furnished
7739000,7215,3,1,1,yes,yes,no,no,no,0,no,semi-furnished
5813000,5033,3,1,1,yes,no,no,no,yes,0,no,unfurnished
7239000,5466,5,1,4,yes,no,yes,no,no,0,no,semi-furnished
6560000,4822,2,1,1,yes,no,no,no,yes,2,no,unfurnished
5487000,4715,4,1,2,yes,no,no,no,no,0,no,unfurnished
6433000,3482,3,1,1,yes,no,yes,no,yes,1,no,semi-furnished
7344000,5386,3,1,2,yes,yes,yes,no,no,0,no,furnished
5684000,4526,4,1,2,yes,no,yes,no,no,0,no,semi-furnished
8945000,11358,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished
7346000,9130,2,1,1,no,no,yes,no,no,0,yes,semi-furnished
7428000,5545,3,1,2,yes,no,no,no,no,0,no,semi-furnished
7546000,3422,3,2,3,yes,yes,no,no,yes,1,no,furnished
7700000,2955,3,2,4,yes,no,no,no,no,1,yes,furnished
8204000,7776,3,1,4,yes,no,no,yes,no,0,no,furnished
7079000,5265,3,2,4,yes,yes,yes,no,no,0,yes,furnished
6295000,5769,3,1,1,yes,no,no,no,yes,0,no,semi-furnished
4403000,2266,2,1,1,yes,no,no,no,no,1,no,furnished
8096000,6961,4,2,2,yes,no,no,no,no,2,no,semi-furnished
5814000,5707,3,1,1,yes,no,no,no,yes,1,no,semi-furnished
6121000,2958,3,1,4,no,no,yes,no,no,0,no,semi-furnished
6814000,3868,3,1,2,no,no,no,yes,no,2,no,furnished
6220000,5268,4,1,1,yes,yes,no,no,no,1,no,semi-furnished
7742000,4820,2,2,3,yes,no,yes,no,yes,1,no,unfurnished
6059000,4171,2,2,1,yes,no,no,no,yes,1,yes,semi-furnished
6081000,4515,3,1,2,no,no,no,no,yes,0,no,semi-furnished
6313000,4242,2,1,2,yes,no,no,no,yes,0,no,unfurnished
7102000,5027,2,2,2,no,no,yes,no,yes,0,no,semi-furnished
8779000,8748,2,1,2,yes,no,no,no,no,1,no,furnished
5337000,1604,2,1,1,yes,no,no,no,yes,0,no,semi-furnished
5650000,4269,3,1,1,no,no,yes,no,no,0,no,semi-furnished
6683000,5078,2,2,2,no,no,no,no,no,0,yes,semi-furnished
6555000,5339,3,1,2,yes,no,no,no,yes,1,no,semi-furnished
5038000,4033,3,1,1,no,yes,no,no,yes,0,no,unfurnished
4749000,2255,2,1,2,yes,yes,no,no,yes,0,no,unfurnished
6042000,5412,2,2,2,no,no,no,no,no,1,no,unfurnished
8138000,9740,5,1,1,yes,no,no,no,no,0,no,furnished
4747000,2476,3,1,1,yes,no,no,no,yes,1,no,semi-furnished
6540000,6777,3,1,1,yes,yes,no,no,no,1,no,semi-furnished
6482000,4108,3,2,1,yes,yes,no,no,yes,1,no,unfurnished
6696000,4595,4,1,2,yes,no,yes,no,no,0,no,semi-furnished
4183000,3030,2,1,1,yes,no,no,no,no,0,no,semi-furnished
6454000,4097,2,1,2,no,no,no,no,yes,1,yes,semi-furnished
8069000,8140,4,1,2,yes,no,yes,yes,yes,2,no,semi-furnished
6423000,6023,2,2,2,no,yes,no,no,no,0,no,semi-furnished
9150000,9761,3,1,3,yes,no,yes,yes,no,1,no,semi-furnished
6182000,7732,1,1,1,yes,yes,no,no,no,0,no,furnished
5787000,5670,3,1,2,yes,no,no,no,no,2,no,unfurnished
8860000,9808,3,1,2,yes,no,yes,no,no,0,yes,furnished
5057000,5670,3,1,1,yes,no,no,no,no,0,no,semi-furnished
7873000,6676,3,2,2,yes,no,yes,no,no,0,yes,furnished
5092000,4163,2,1,2,no,no,yes,no,no,1,no,furnished
6044000,4849,3,1,1,yes,no,no,no,no,1,no,furnished
5348000,3518,3,1,2,yes,no,no,no,no,1,no,unfurnished
8241000,7145,2,2,2,no,no,yes,yes,no,2,yes,unfurnished
5976000,2875,3,2,1,yes,no,yes,no,no,0,no,semi-furnished
7275000,6549,3,2,1,yes,no,no,no,no,1,no,semi-furnished
6086000,4352,3,1,3,yes,no,yes,no,no,0,yes,semi-furnished
8983000,7712,3,1,4,yes,no,yes,no,no,1,no,semi-furnished
6746000,6463,3,1,1,no,no,yes,no,yes,0,no,semi-furnished
8685000,10130,3,1,2,yes,no,no,no,no,2,no,semi-furnished
8158000,6409,2,1,2,yes,no,no,no,no,2,no,unfurnished
4610000,2436,4,1,2,yes,no,no,no,no,2,no,unfurnished
7107000,4584,2,1,1,yes,no,yes,no,yes,1,no,furnished
4560000,2882,3,1,1,yes,yes,yes,no,no,1,no,semi-furnished
5773000,3793,2,1,1,yes,no,no,no,yes,0,no,semi-furnished
7245000,8895,3,1,1,yes,no,no,no,no,0,no,semi-furnished
7055000,6163,3,1,1,yes,no,yes,no,yes,0,no,semi-furnished
5417000,3516,2,1,1,yes,yes,yes,no,no,2,no,furnished
4782000,3080,3,1,1,no,no,no,no,no,1,no,furnished
6412000,4781,3,1,1,yes,no,no,no,yes,0,no,unfurnished
5342000,2829,3,1,1,no,yes,yes,no,yes,1,no,semi-furnished
6625000,3557,3,1,4,no,no,no,no,yes,1,no,semi-furnished
8095000,5375,3,1,1,yes,yes,no,no,no,3,yes,semi-furnished
9305000,7660,3,1,3,yes,no,no,no,yes,1,yes,semi-furnished
7582000,6089,3,2,2,yes,no,no,no,no,2,no,semi-furnished
5680000,1801,2,2,2,yes,no,no,no,yes,1,no,unfurnished
5711000,5358,4,1,1,yes,no,no,no,no,1,no,unfurnished
6618000,4860,3,1,4,yes,no,yes,no,no,0,no,semi-furnished
7201000,5610,3,1,1,yes,no,no,no,no,0,no,furnished
7530000,9296,3,1,1,yes,no,no,no,no,1,no,semi-furnished
5210000,1982,3,2,1,yes,no,yes,no,yes,2,no,furnished
5404000,3679,2,2,1,no,no,no,no,yes,0,no,furnished
7273000,6043,2,1,1,yes,no,yes,no,yes,0,no,furnished
7172000,2427,3,2,2,yes,yes,no,no,no,2,yes,furnished
6615000,8764,2,1,2,yes,no,yes,no,no,0,no,furnished
7293000,5504,2,2,4,yes,no,no,no,no,0,yes,unfurnished
8598000,6729,3,1,2,yes,no,yes,no,yes,3,no,semi-furnished
5615000,3710,3,1,1,yes,no,no,no,yes,1,no,unfurnished
8036000,6636,3,2,2,yes,no,no,no,no,0,no,furnished
6968000,7386,3,1,1,yes,no,no,no,no,2,no,furnished
8149000,5200,3,2,4,no,no,yes,no,no,0,yes,unfurnished
7746000,5203,1,1,2,yes,no,no,no,yes,2,no,furnished
7173000,5282,3,2,1,yes,yes,no,no,yes,0,yes,unfurnished
6187000,3281,3,2,2,yes,no,no,no,yes,0,no,semi-furnished
6338000,4432,3,1,2,yes,no,no,no,no,0,no,furnished
7476000,4423,4,1,4,no,yes,yes,no,yes,1,no,furnished
7018000,5539,2,2,2,yes,no,no,no,no,1,yes,semi-furnished
6646000,7176,3,1,2,no,no,no,no,no,1,no,furnished
5896000,3023,3,1,1,yes,no,yes,no,yes,0,no,unfurnished
7098000,4474,2,1,1,yes,yes,no,no,yes,2,yes,semi-furnished
7472000,8785,3,1,1,yes,no,yes,no,no,0,no,semi-furnished
5954000,3450,3,1,2,no,yes,yes,no,no,0,yes,semi-furnished
6005000,3338,1,1,3,yes,no,no,no,yes,0,yes,furnished
5167000,5133,3,1,2,yes,no,no,no,no,0,no,semi-furnished
8841000,6722,3,1,4,yes,no,no,no,yes,2,no,furnished
7294000,4738,3,1,2,yes,no,yes,no,yes,0,no,furnished
7298000,8240,2,1,2,yes,no,no,no,no,0,no,semi-furnished
6354000,6757,3,1,1,yes,no,no,no,no,0,no,unfurnished
7270000,6715,3,1,2,yes,no,no,no,no,2,no,unfurnished
5327000,5951,3,1,1,no,no,no,no,no,1,no,unfurnished
9456000,12534,3,2,2,yes,no,no,no,no,0,yes,unfurnished
5971000,4326,5,1,2,yes,no,yes,no,no,0,no,semi-furnished
5040000,2033,2,2,2,yes,no,yes,no,no,1,no,semi-furnished
9770000,9250,3,1,3,yes,yes,yes,no,no,3,no,unfurnished
6894000,3891,4,2,2,yes,no,no,no,yes,0,no,unfurnished
5999000,4934,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
9820000,8173,5,3,2,yes,no,no,no,no,0,no,unfurnished
4513000,2406,3,1,1,yes,no,no,no,no,0,no,semi-furnished
5336000,2787,3,2,1,yes,yes,no,no,no,1,no,semi-furnished
5770000,2407,2,2,1,yes,no,yes,no,yes,0,no,semi-furnished
6226000,3378,3,2,2,yes,yes,no,no,no,0,no,semi-furnished
6673000,5671,3,1,1,yes,no,no,no,no,0,no,semi-furnished
8077000,5876,3,1,4,yes,no,no,no,no,0,yes,unfurnished
6196000,5295,3,1,1,yes,no,no,no,no,0,no,unfurnished
6525000,2605,5,2,2,yes,no,no,no,yes,1,yes,semi-furnished
6635000,1787,2,2,2,yes,no,no,no,no,1,yes,furnished
6545000,4824,3,2,1,yes,no,yes,no,no,2,no,furnished
5430000,3868,4,1,1,yes,yes,no,no,yes,0,no,furnished
6514000,5719,4,2,2,yes,no,yes,no,yes,0,no,furnished
6900000,6332,4,1,1,yes,yes,no,no,no,0,no,furnished
5763000,4997,3,1,1,yes,no,yes,no,no,0,no,unfurnished
6939000,6489,5,1,2,yes,no,no,no,no,0,no,furnished
